1, 10, 0
2, 10, 0
3, 10, 0
4, 10, 0
5, 10, 0

1, 100, 0
2, 100, 0
3, 100, 1
4, 100, 0
5, 100, 0

1, 1000, 3
2, 1000, 5
3, 1000, 10
4, 1000, 5
5, 1000, 5

1, 10000, 485
2, 10000, 517
3, 10000, 1031
4, 10000, 529
5, 10000, 586

1, 20000, 1650
2, 20000, 2352
3, 20000, 5392
4, 20000, 2501
5, 20000, 2059
